v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_interactions,v_net_reward,num_placed_nodes,num_routed_links,rdma_mode,fallback_count,rdma_link_count
30,19,15,4340.0,7240.0,2766718.129573804,4637915.91484973,0.5994475138121547,0.5965434001757762,43,35,0,370.04044608172467,37073.0,6947,30126.0,0.10488339131555213,0.1361225016488401,26,47.04044608172464,323.0,3,2,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,,,,
31,20,16,4390.0,7357.0,2783312.4135305546,4676746.5393085275,0.5967106157401114,0.5951386054678252,43,36,1,378.0,36956.0,6925,30031.0,0.10771807756732377,0.13884667221059277,30,331.8856791350164,378.0,3,2,True,"{2: np.int64(52), 0: np.int64(9), 1: np.int64(80)}","{(1, 2): [(np.int64(80), 40), (40, 28), (28, np.int64(52))], (0, 1): [(np.int64(9), 52), (52, 28), (28, 40), (40, np.int64(80))]}","{(2, np.int64(52)): {'cpu': 14}, (0, np.int64(9)): {'cpu': 7}, (1, np.int64(80)): {'cpu': 1}}","{((1, 2), (np.int64(80), 40)): {'bw': 17.0}, ((1, 2), (40, 28)): {'bw': 17.0}, ((1, 2), (28, np.int64(52))): {'bw': 17.0}, ((0, 1), (np.int64(9), 52)): {'bw': 11.0}, ((0, 1), (52, 28)): {'bw': 11.0}, ((0, 1), (28, 40)): {'bw': 11.0}, ((0, 1), (40, np.int64(80))): {'bw': 11.0}}",117.0,50.0,50.0,22.0,28.0,22.0,28.0,22.0,95.0,67.0,0.42735042735042733,38830.62445879692,16594.28395675082,141.83148680983606,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -61}, 0: {'cpu': -69}, 1: {'cpu': -77}}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,3.0,2.0,"OrderedDict([((1, 2), 0), ((0, 1), 0)])",0.0,0.0
32,21,17,4766.0,8274.0,2897519.068185456,4955277.130581253,0.5760212714527435,0.584734010193609,44,37,1,394.0,36039.0,6852,29187.0,0.11712408194820256,0.16304877699079512,31,303.74110280558966,394.0,7,11,True,"{2: np.int64(39), 6: np.int64(83), 3: np.int64(82), 1: np.int64(69), 4: np.int64(45), 5: np.int64(80), 0: np.int64(7)}","{(4, 5): [(np.int64(45), 70), (70, np.int64(80))], (2, 6): [(np.int64(39), 82), (82, 38), (38, 7), (7, 87), (87, np.int64(83))], (1, 5): [(np.int64(69), 35), (35, np.int64(80))], (2, 3): [(np.int64(39), 10), (10, np.int64(82))], (1, 6): [(np.int64(69), 72), (72, 9), (9, np.int64(83))], (0, 5): [(np.int64(7), 45), (45, 18), (18, np.int64(80))], (3, 6): [(np.int64(82), 47), (47, 51), (51, np.int64(83))], (5, 6): [(np.int64(80), 40), (40, 28), (28, np.int64(83))], (0, 1): [(np.int64(7), 69)], (1, 4): [(np.int64(69), 7), (7, np.int64(45))], (1, 2): [(np.int64(69), 7), (7, 31), (31, np.int64(39))]}","{(2, np.int64(39)): {'cpu': 17}, (6, np.int64(83)): {'cpu': 10}, (3, np.int64(82)): {'cpu': 18}, (1, np.int64(69)): {'cpu': 9}, (4, np.int64(45)): {'cpu': 12}, (5, np.int64(80)): {'cpu': 3}, (0, np.int64(7)): {'cpu': 4}}","{((4, 5), (np.int64(45), 70)): {'bw': 49.0}, ((4, 5), (70, np.int64(80))): {'bw': 49.0}, ((2, 6), (np.int64(39), 82)): {'bw': 42.0}, ((2, 6), (82, 38)): {'bw': 42.0}, ((2, 6), (38, 7)): {'bw': 42.0}, ((2, 6), (7, 87)): {'bw': 42.0}, ((2, 6), (87, np.int64(83))): {'bw': 42.0}, ((1, 5), (np.int64(69), 35)): {'bw': 41.0}, ((1, 5), (35, np.int64(80))): {'bw': 41.0}, ((2, 3), (np.int64(39), 10)): {'bw': 39.0}, ((2, 3), (10, np.int64(82))): {'bw': 39.0}, ((1, 6), (np.int64(69), 72)): {'bw': 41.0}, ((1, 6), (72, 9)): {'bw': 41.0}, ((1, 6), (9, np.int64(83))): {'bw': 41.0}, ((0, 5), (np.int64(7), 45)): {'bw': 33.0}, ((0, 5), (45, 18)): {'bw': 33.0}, ((0, 5), (18, np.int64(80))): {'bw': 33.0}, ((3, 6), (np.int64(82), 47)): {'bw': 27.0}, ((3, 6), (47, 51)): {'bw': 27.0}, ((3, 6), (51, np.int64(83))): {'bw': 27.0}, ((5, 6), (np.int64(80), 40)): {'bw': 17.0}, ((5, 6), (40, 28)): {'bw': 17.0}, ((5, 6), (28, np.int64(83))): {'bw': 17.0}, ((0, 1), (np.int64(7), 69)): {'bw': 8.0}, ((1, 4), (np.int64(69), 7)): {'bw': 4.0}, ((1, 4), (7, np.int64(45))): {'bw': 4.0}, ((1, 2), (np.int64(69), 7)): {'bw': 2.0}, ((1, 2), (7, 31)): {'bw': 2.0}, ((1, 2), (31, np.int64(39))): {'bw': 2.0}}",917.0,376.0,376.0,73.0,303.0,73.0,303.0,73.0,844.0,541.0,0.4100327153762268,278530.5912727257,114206.65465490171,124.5437891547456,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -62}, 6: {'cpu': -80}, 3: {'cpu': -39}, 1: {'cpu': -49}, 4: {'cpu': -61}, 5: {'cpu': -74}, 0: {'cpu': -56}}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': 0}, 6: {'cpu': 0}, 3: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,7.0,11.0,"OrderedDict([((4, 5), 0), ((2, 6), 0), ((1, 5), 0), ((2, 3), 0), ((1, 6), 0), ((0, 5), 0), ((3, 6), 0), ((5, 6), 0), ((0, 1), 0), ((1, 4), 0), ((1, 2), 0)])",0.0,0.0
33,22,18,4976.0,8614.0,2923336.7138473834,4997077.128319612,0.577664267471558,0.5850093242067741,44,38,1,407.0,35699.0,6804,28895.0,0.12330885195206798,0.1714220170332349,32,122.94116981870206,407.0,6,5,True,"{2: np.int64(66), 3: np.int64(4), 0: np.int64(29), 5: np.int64(32), 1: np.int64(52), 4: np.int64(85)}","{(0, 2): [(np.int64(29), 57), (57, np.int64(66))], (2, 5): [(np.int64(66), 98), (98, 72), (72, np.int64(32))], (0, 3): [(np.int64(29), 4)], (0, 1): [(np.int64(29), 52)], (0, 4): [(np.int64(29), 52), (52, np.int64(85))]}","{(2, np.int64(66)): {'cpu': 10}, (3, np.int64(4)): {'cpu': 20}, (0, np.int64(29)): {'cpu': 5}, (5, np.int64(32)): {'cpu': 4}, (1, np.int64(52)): {'cpu': 5}, (4, np.int64(85)): {'cpu': 4}}","{((0, 2), (np.int64(29), 57)): {'bw': 42.0}, ((0, 2), (57, np.int64(66))): {'bw': 42.0}, ((2, 5), (np.int64(66), 98)): {'bw': 41.0}, ((2, 5), (98, 72)): {'bw': 41.0}, ((2, 5), (72, np.int64(32))): {'bw': 41.0}, ((0, 3), (np.int64(29), 4)): {'bw': 41.0}, ((0, 1), (np.int64(29), 52)): {'bw': 32.0}, ((0, 4), (np.int64(29), 52)): {'bw': 6.0}, ((0, 4), (52, np.int64(85))): {'bw': 6.0}}",340.0,210.0,210.0,48.0,162.0,48.0,162.0,48.0,292.0,130.0,0.6176470588235294,41799.9977383587,25817.645661927432,75.9342519468454,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -26}, 3: {'cpu': -18}, 0: {'cpu': -78}, 5: {'cpu': -71}, 1: {'cpu': -56}, 4: {'cpu': -56}}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 5: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,6.0,5.0,"OrderedDict([((0, 2), 0), ((2, 5), 0), ((0, 3), 0), ((0, 1), 0), ((0, 4), 0)])",0.0,0.0
33,22,17,4976.0,8614.0,2923336.7138473834,4997077.128319612,0.577664267471558,0.5850093242067741,44,39,0,417.9091007123842,35911.0,6891,29020.0,0.11209895632006184,0.16783758208356037,1,402.9091007123842,15.0,5,5,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,,,,
34,22,17,4976.0,8614.0,2923336.7138473834,4997077.128319612,0.577664267471558,0.5850093242067741,44,40,1,426.0,35911.0,6891,29020.0,0.11209895632006184,0.16783758208356037,33,97.52919192800896,426.0,9,20,False,"{5: np.int64(31), 6: np.int64(50), 1: np.int64(85), 4: np.int64(59), 2: np.int64(15), 7: np.int64(38), 0: np.int64(54), 3: np.int64(32), 8: np.int64(68)}","{(0, 3): [(np.int64(54), 59), (59, np.int64(32))], (1, 2): [(np.int64(85), 15)], (6, 7): [(np.int64(50), 64), (64, np.int64(38))], (1, 7): [(np.int64(85), 43), (43, 60), (60, np.int64(38))], (3, 4): [(np.int64(32), 59)], (0, 8): [(np.int64(54), 4), (4, np.int64(68))], (2, 5): [(np.int64(15), 55), (55, np.int64(31))], (3, 6): [(np.int64(32), 19), (19, 54), (54, np.int64(50))], (2, 8): [(np.int64(15), 73), (73, 88), (88, np.int64(68))], (3, 8): [(np.int64(32), 68)], (2, 4): [(np.int64(15), 73), (73, np.int64(59))], (3, 5): [(np.int64(32), 12), (12, np.int64(31))], (5, 7): [(np.int64(31), 7), (7, np.int64(38))], (1, 4): [(np.int64(85), 50), (50, 54), (54, np.int64(59))], (0, 1): [(np.int64(54), 89), (89, np.int64(85))], (3, 7): [(np.int64(32), 4), (4, np.int64(38))], (5, 8): [(np.int64(31), 12), (12, np.int64(68))], (6, 8): [(np.int64(50), 23), (23, np.int64(68))]}","{(5, np.int64(31)): {'cpu': 19}, (6, np.int64(50)): {'cpu': 17}, (1, np.int64(85)): {'cpu': 13}, (4, np.int64(59)): {'cpu': 18}, (2, np.int64(15)): {'cpu': 11}, (7, np.int64(38)): {'cpu': 10}, (0, np.int64(54)): {'cpu': 10}, (3, np.int64(32)): {'cpu': 2}, (8, np.int64(68)): {'cpu': 3}}","{((0, 3), (np.int64(54), 59)): {'bw': 50.0}, ((0, 3), (59, np.int64(32))): {'bw': 50.0}, ((1, 2), (np.int64(85), 15)): {'bw': 48.0}, ((6, 7), (np.int64(50), 64)): {'bw': 42.0}, ((6, 7), (64, np.int64(38))): {'bw': 42.0}, ((1, 7), (np.int64(85), 43)): {'bw': 41.0}, ((1, 7), (43, 60)): {'bw': 41.0}, ((1, 7), (60, np.int64(38))): {'bw': 41.0}, ((3, 4), (np.int64(32), 59)): {'bw': 46.0}, ((0, 8), (np.int64(54), 4)): {'bw': 42.0}, ((0, 8), (4, np.int64(68))): {'bw': 42.0}, ((2, 5), (np.int64(15), 55)): {'bw': 38.0}, ((2, 5), (55, np.int64(31))): {'bw': 38.0}, ((3, 6), (np.int64(32), 19)): {'bw': 32.0}, ((3, 6), (19, 54)): {'bw': 32.0}, ((3, 6), (54, np.int64(50))): {'bw': 32.0}, ((2, 8), (np.int64(15), 73)): {'bw': 28.0}, ((2, 8), (73, 88)): {'bw': 28.0}, ((2, 8), (88, np.int64(68))): {'bw': 28.0}, ((3, 8), (np.int64(32), 68)): {'bw': 24.0}, ((2, 4), (np.int64(15), 73)): {'bw': 20.0}, ((2, 4), (73, np.int64(59))): {'bw': 20.0}, ((3, 5), (np.int64(32), 12)): {'bw': 23.0}, ((3, 5), (12, np.int64(31))): {'bw': 23.0}, ((5, 7), (np.int64(31), 7)): {'bw': 21.0}, ((5, 7), (7, np.int64(38))): {'bw': 21.0}, ((1, 4), (np.int64(85), 50)): {'bw': 20.0}, ((1, 4), (50, 54)): {'bw': 20.0}, ((1, 4), (54, np.int64(59))): {'bw': 20.0}, ((0, 1), (np.int64(54), 89)): {'bw': 17.0}, ((0, 1), (89, np.int64(85))): {'bw': 17.0}, ((3, 7), (np.int64(32), 4)): {'bw': 17.0}, ((3, 7), (4, np.int64(38))): {'bw': 17.0}, ((5, 8), (np.int64(31), 12)): {'bw': 16.0}, ((5, 8), (12, np.int64(68))): {'bw': 16.0}, ((6, 8), (np.int64(50), 23)): {'bw': 13.0}, ((6, 8), (23, np.int64(68))): {'bw': 13.0}}",0.0,0.0,653.0,103.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Route Failure,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': -46}, 6: {'cpu': -33}, 1: {'cpu': -59}, 4: {'cpu': -73}, 2: {'cpu': -57}, 7: {'cpu': -74}, 0: {'cpu': -50}, 3: {'cpu': -69}, 8: {'cpu': -50}}, 'link_level': {}, 'path_level': {}}","{'node_level': {5: {'cpu': 0}, 6: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}, 7: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 8: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,False,False,0,[],0,0.0,9.0,18.0,"OrderedDict([((0, 3), 0), ((1, 2), 0), ((6, 7), 0), ((1, 7), 0), ((3, 4), 0), ((0, 8), 0), ((2, 5), 0), ((3, 6), 0), ((2, 8), 0), ((3, 8), 0), ((2, 4), 0), ((3, 5), 0), ((5, 7), 0), ((1, 4), 0), ((0, 1), 0), ((3, 7), 0), ((5, 8), 0), ((6, 8), 0)])",0.0,0.0
35,23,18,5488.0,9543.0,2942914.2427216945,5032599.636765383,0.5750812113591114,0.584770189391263,44,41,1,436.0,34982.0,6812,28170.0,0.1222780569514238,0.1922117397413472,34,38.237361082638564,436.0,8,17,True,"{2: np.int64(31), 0: np.int64(50), 5: np.int64(85), 4: np.int64(59), 1: np.int64(73), 6: np.int64(91), 3: np.int64(15), 7: np.int64(53)}","{(5, 7): [(np.int64(85), 43), (43, np.int64(53))], (1, 2): [(np.int64(73), 55), (55, np.int64(31))], (0, 5): [(np.int64(50), 85)], (0, 4): [(np.int64(50), 54), (54, np.int64(59))], (4, 5): [(np.int64(59), 54), (54, 89), (89, np.int64(85))], (4, 6): [(np.int64(59), 70), (70, np.int64(91))], (2, 6): [(np.int64(31), 91)], (1, 3): [(np.int64(73), 15)], (2, 4): [(np.int64(31), 7), (7, 38), (38, np.int64(59))], (1, 5): [(np.int64(73), 15), (15, np.int64(85))], (3, 4): [(np.int64(15), 25), (25, np.int64(59))], (6, 7): [(np.int64(91), 70), (70, 17), (17, 94), (94, np.int64(53))], (0, 2): [(np.int64(50), 31)], (5, 6): [(np.int64(85), 52), (52, 20), (20, np.int64(91))], (2, 5): [(np.int64(31), 50), (50, np.int64(85))], (1, 6): [(np.int64(73), 91)], (4, 7): [(np.int64(59), 57), (57, np.int64(53))]}","{(2, np.int64(31)): {'cpu': 14}, (0, np.int64(50)): {'cpu': 14}, (5, np.int64(85)): {'cpu': 8}, (4, np.int64(59)): {'cpu': 8}, (1, np.int64(73)): {'cpu': 10}, (6, np.int64(91)): {'cpu': 6}, (3, np.int64(15)): {'cpu': 11}, (7, np.int64(53)): {'cpu': 8}}","{((5, 7), (np.int64(85), 43)): {'bw': 47.0}, ((5, 7), (43, np.int64(53))): {'bw': 47.0}, ((1, 2), (np.int64(73), 55)): {'bw': 38.0}, ((1, 2), (55, np.int64(31))): {'bw': 38.0}, ((0, 5), (np.int64(50), 85)): {'bw': 37.0}, ((0, 4), (np.int64(50), 54)): {'bw': 37.0}, ((0, 4), (54, np.int64(59))): {'bw': 37.0}, ((4, 5), (np.int64(59), 54)): {'bw': 34.0}, ((4, 5), (54, 89)): {'bw': 34.0}, ((4, 5), (89, np.int64(85))): {'bw': 34.0}, ((4, 6), (np.int64(59), 70)): {'bw': 33.0}, ((4, 6), (70, np.int64(91))): {'bw': 33.0}, ((2, 6), (np.int64(31), 91)): {'bw': 33.0}, ((1, 3), (np.int64(73), 15)): {'bw': 28.0}, ((2, 4), (np.int64(31), 7)): {'bw': 28.0}, ((2, 4), (7, 38)): {'bw': 28.0}, ((2, 4), (38, np.int64(59))): {'bw': 28.0}, ((1, 5), (np.int64(73), 15)): {'bw': 24.0}, ((1, 5), (15, np.int64(85))): {'bw': 24.0}, ((3, 4), (np.int64(15), 25)): {'bw': 23.0}, ((3, 4), (25, np.int64(59))): {'bw': 23.0}, ((6, 7), (np.int64(91), 70)): {'bw': 20.0}, ((6, 7), (70, 17)): {'bw': 20.0}, ((6, 7), (17, 94)): {'bw': 20.0}, ((6, 7), (94, np.int64(53))): {'bw': 20.0}, ((0, 2), (np.int64(50), 31)): {'bw': 20.0}, ((5, 6), (np.int64(85), 52)): {'bw': 10.0}, ((5, 6), (52, 20)): {'bw': 10.0}, ((5, 6), (20, np.int64(91))): {'bw': 10.0}, ((2, 5), (np.int64(31), 50)): {'bw': 9.0}, ((2, 5), (50, np.int64(85))): {'bw': 9.0}, ((1, 6), (np.int64(73), 91)): {'bw': 10.0}, ((4, 7), (np.int64(59), 57)): {'bw': 2.0}, ((4, 7), (57, np.int64(53))): {'bw': 2.0}}",929.0,512.0,512.0,79.0,433.0,79.0,433.0,79.0,850.0,417.0,0.5511302475780409,35522.50844577123,19577.528874310945,21.073766280205536,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -51}, 0: {'cpu': -36}, 5: {'cpu': -64}, 4: {'cpu': -83}, 1: {'cpu': -41}, 6: {'cpu': -45}, 3: {'cpu': -57}, 7: {'cpu': -70}}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': 0}, 0: {'cpu': 0}, 5: {'cpu': 0}, 4: {'cpu': 0}, 1: {'cpu': 0}, 6: {'cpu': 0}, 3: {'cpu': 0}, 7: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,8.0,17.0,"OrderedDict([((5, 7), 0), ((1, 2), 0), ((0, 5), 0), ((0, 4), 0), ((4, 5), 0), ((4, 6), 0), ((2, 6), 0), ((1, 3), 0), ((2, 4), 0), ((1, 5), 0), ((3, 4), 0), ((6, 7), 0), ((0, 2), 0), ((5, 6), 0), ((2, 5), 0), ((1, 6), 0), ((4, 7), 0)])",0.0,0.0
35,23,17,5488.0,9543.0,2942914.2427216945,5032599.636765383,0.5750812113591114,0.584770189391263,44,42,0,436.80630709617253,35123.0,6841,28282.0,0.11854142507408838,0.1890000860264388,17,227.80630709617253,209.0,4,3,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,,,,
36,24,18,5561.0,9616.0,3024282.645933485,5113968.039977174,0.5783069883527454,0.5913769155950735,44,43,1,447.0,35050.0,6813,28237.0,0.12214920757634329,0.1902904826083216,35,1114.6356604354908,447.0,2,1,True,"{0: np.int64(90), 1: np.int64(22)}","{(0, 1): [(np.int64(90), 22)]}","{(0, np.int64(90)): {'cpu': 20}, (1, np.int64(22)): {'cpu': 8}}","{((0, 1), (np.int64(90), 22)): {'bw': 45.0}}",73.0,73.0,73.0,28.0,45.0,28.0,45.0,28.0,45.0,0.0,1.0,81368.40321179082,81368.40321179082,1114.6356604354908,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -79}, 1: {'cpu': -61}}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,2.0,1.0,"OrderedDict([((0, 1), 0)])",0.0,0.0
36,24,17,5561.0,9616.0,3024282.645933485,5113968.039977174,0.5783069883527454,0.5913769155950735,44,44,0,460.37396559521494,35550.0,6904,28646.0,0.11042391444401489,0.17856221145298656,5,389.37396559521494,71.0,7,12,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,,,,
37,25,18,5581.0,9636.0,3034504.0656376267,5124189.459681315,0.5791822332918223,0.5921920119296973,44,45,1,462.0,35530.0,6898,28632.0,0.11119701069449817,0.1789636681673501,36,511.07098520707405,462.0,2,1,True,"{1: np.int64(60), 0: np.int64(67)}","{(0, 1): [(np.int64(67), 60)]}","{(1, np.int64(60)): {'cpu': 4}, (0, np.int64(67)): {'cpu': 2}}","{((0, 1), (np.int64(67), 60)): {'bw': 14.0}}",20.0,20.0,20.0,6.0,14.0,6.0,14.0,6.0,14.0,0.0,1.0,10221.41970414148,10221.41970414148,511.07098520707405,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -76}, 0: {'cpu': -89}}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,2.0,1.0,"OrderedDict([((0, 1), 0)])",0.0,0.0
37,25,17,5581.0,9636.0,3034504.0656376267,5124189.459681315,0.5791822332918223,0.5921920119296973,44,46,0,469.1940139598675,36163.0,6986,29177.0,0.09985826568741141,0.16333553178676918,11,327.1940139598675,142.0,6,9,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,,,,
37,25,16,5581.0,9636.0,3034504.0656376267,5124189.459681315,0.5791822332918223,0.5921920119296973,44,47,0,474.2373610826386,37092.0,7065,30027.0,0.08967916505604945,0.13896137412898235,34,38.237361082638564,436.0,8,17,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,,,,,
38,26,17,5774.0,9943.0,3049433.117816924,5147936.708484653,0.5807100472694358,0.5923602581964446,44,48,1,477.0,36785.0,7031,29754.0,0.09406004380878752,0.1467897800590715,37,77.35260196527098,477.0,4,5,True,"{2: np.int64(50), 1: np.int64(97), 3: np.int64(59), 0: np.int64(60)}","{(1, 3): [(np.int64(97), 45), (45, np.int64(59))], (1, 2): [(np.int64(97), 50)], (0, 3): [(np.int64(60), 38), (38, np.int64(59))], (0, 1): [(np.int64(60), 7), (7, np.int64(97))], (2, 3): [(np.int64(50), 54), (54, np.int64(59))]}","{(2, np.int64(50)): {'cpu': 18}, (1, np.int64(97)): {'cpu': 7}, (3, np.int64(59)): {'cpu': 7}, (0, np.int64(60)): {'cpu': 2}}","{((1, 3), (np.int64(97), 45)): {'bw': 47.0}, ((1, 3), (45, np.int64(59))): {'bw': 47.0}, ((1, 2), (np.int64(97), 50)): {'bw': 45.0}, ((0, 3), (np.int64(60), 38)): {'bw': 36.0}, ((0, 3), (38, np.int64(59))): {'bw': 36.0}, ((0, 1), (np.int64(60), 7)): {'bw': 26.0}, ((0, 1), (7, np.int64(97))): {'bw': 26.0}, ((2, 3), (np.int64(50), 54)): {'bw': 5.0}, ((2, 3), (54, np.int64(59))): {'bw': 5.0}}",307.0,193.0,193.0,34.0,159.0,34.0,159.0,34.0,273.0,114.0,0.6286644951140065,23747.24880333819,14929.0521792973,48.62883446025178,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -51}, 1: {'cpu': -91}, 3: {'cpu': -84}, 0: {'cpu': -74}}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {}, 'path_level': {}}",[],0.0,0.0,True,True,False,0,[],0,0.0,4.0,5.0,"OrderedDict([((1, 3), 0), ((1, 2), 0), ((0, 3), 0), ((0, 1), 0), ((2, 3), 0)])",0.0,0.0
